45727,242,5
7662,181,5
16013,112,5
42007,26,5
19977,14,5
30129,36,5
38309,26,5
34464,26,5
3596,3,5
16291,36,5
6064,181,5
14429,122,5
3499,257,2
22014,238,5
36886,61,1
30721,202,5
41222,25,5
34447,103,5
46499,238,5
17784,36,5
11166,25,5
6064,36,5
28501,23,5
41462,26,5
40870,244,4
23250,136,5
13615,59,5
41746,181,5
25508,16,5
41687,26,5
13099,36,5
28428,199,5
34447,251,4
37517,23,5
42007,220,5
3304,36,5
7605,60,5
14429,239,5
41053,89,5
12578,36,5
15219,36,5
37782,232,5
37400,244,5
26462,59,5
26462,59,5
26462,59,5
31751,72,5
41774,3,5
44704,103,5
30213,26,5
14959,3,5
36642,249,5
40584,197,5
44127,205,5
8032,61,5
29229,25,5
45200,81,5
10895,237,5
7605,244,5
23302,64,5
8964,23,5
9175,189,5
46280,167,5
45166,143,5
45166,143,3
45588,181,5
46280,188,5
10144,189,5
41222,26,5
30241,196,5
21867,23,5
45200,61,5
44765,163,5
14959,64,5
39961,218,1
6401,205,5
33785,36,3
15181,160,5
41276,106,5
17804,159,5
42839,172,5
15581,25,5
14851,26,5
3717,220,4
37938,13,5
44477,64,5
18291,244,5
35684,61,5
42007,160,5
36804,2,5
30309,25,5
19592,25,5
33138,23,5
37517,23,4
32744,25,3
24522,89,5
4874,25,5
43481,28,5
15471,36,5
38070,23,5
40319,59,5
9242,162,5
6149,244,3
10813,82,4
37938,196,5
1466,165,5
41234,180,5
41249,36,5
36744,196,5
30524,89,5
43897,109,5
40647,2,5
36,13,5
13333,242,4
44988,59,5
40751,214,5
30500,36,5
22566,36,5
45238,13,4
11166,183,5
30117,26,5
40826,89,5
43487,171,4
42768,121,5
9792,43,5
25000,23,5
41566,1,2
25932,112,5
13089,110,5
44573,180,5
41481,23,5
850,127,5
18207,165,5
41478,23,5
39025,64,5
12854,64,5
45113,64,5
15581,177,5
41053,197,2
39920,26,4
28212,165,5
41439,109,5
44787,64,3
14578,36,5
16291,25,5
30309,60,5
13526,126,5
34390,15,5
45200,36,4
5742,26,5
40647,160,5
34495,58,4
41317,189,5
41317,189,5
41317,189,5
41317,189,5
24183,188,5
43997,164,5
42732,197,5
37938,3,5
41271,26,3
16013,26,5
37782,145,5
18739,234,5
39859,171,5
40893,109,5
26253,36,5
40205,160,5
24882,181,5
41503,25,5
11991,161,5
42732,197,5
13089,26,5
13207,199,5
10895,183,5
34024,242,5
9175,121,5
37548,25,5
5701,165,5
41660,36,5
12516,25,5
37938,181,5
44477,249,5
47,43,5
29765,89,5
2192,165,5
8900,85,5
3267,110,5
30309,122,4
21379,16,5
35056,164,5
9669,189,5
9964,36,5
31751,172,5
13249,219,5
3198,219,5
13207,167,5
40471,1,5
35453,159,5
30060,163,5
32748,122,5
45166,216,5
40906,61,5
30089,164,5
36642,164,5
13330,26,4
36441,196,5
32307,2,5
20413,64,5
44407,238,5
42172,89,4
5539,61,5
24511,26,5
9623,59,5
43866,23,5
2935,167,5
2883,36,5
34924,155,5
14959,25,5
4341,242,5
4341,242,5
26494,249,5
13207,167,1
9297,234,5
41053,181,4
44326,165,5
41443,103,5
17559,181,5
7540,183,5
5203,110,5
39025,81,5
34933,163,5
42793,181,5
42653,36,5
31616,109,5
22188,238,5
37400,205,5
23250,136,5
4970,249,5
41012,43,5
35502,155,5
42829,93,5
42360,25,5
45200,23,5
1662,110,5
10464,36,4
40540,112,5
15403,25,4
6064,249,5
42360,60,5
39355,58,5
29650,3,5
34940,239,5
39025,25,5
5701,165,5
2482,122,5
17544,61,5
36873,36,5
26803,122,5
40725,64,5
34520,43,5
11991,196,5
43124,234,5
38920,167,5
37995,249,5
7589,13,5
14061,234,5
45458,61,5
1662,33,5
34346,216,5
23305,162,5
27808,239,5
39254,121,5
41776,66,5
5203,25,5
37682,196,5
41851,163,5
3717,25,3
43409,59,5
41276,70,5
39838,127,4
42172,25,5
42360,60,5
8692,238,5
17069,145,5
39749,214,5
8902,239,5
38334,112,5
29650,3,5
31118,234,5
13207,216,5
8019,25,5
40577,244,5
3972,25,5
39025,238,5
39883,249,5
43494,196,5
26461,249,5
40241,36,5
30954,242,5
37859,189,5
37859,189,5
37859,189,5
37859,189,5
37859,189,5
1172,242,5
40023,36,5
44416,79,5
25370,220,5
28266,205,5
43997,25,5
42732,183,5
45049,23,5
27203,26,5
36128,25,3
11991,25,5
42798,58,5
27757,61,5
43124,61,5
17194,70,5
43869,249,5
3184,234,5
39749,205,5
14577,23,5
36838,106,5
22714,181,5
16291,66,4
1496,1,3
2294,197,5
42843,167,5
28079,220,5
24141,23,5
3397,2,5
39920,79,2
13249,93,5
8019,3,3
27608,197,5
42793,160,5
41389,232,4
36642,61,5
32307,112,5
8748,220,5
25388,66,5
41503,23,5
29523,234,5
9568,109,5
3445,26,5
41481,85,5
43869,26,5
12639,12,5
37278,233,5
43080,160,5
39892,205,5
9568,72,5
5203,189,5
14582,81,5
14977,170,5
43494,172,5
341,181,5
41687,26,5
39389,242,5
17194,28,5
12873,127,5
31052,159,5
44920,60,5
39883,36,5
43494,23,5
40668,127,5
43929,164,5
28079,25,5
41408,121,5
41561,189,5
29508,234,5
40404,60,5
40725,60,5
39028,159,5
39164,234,5
41312,64,5
37938,197,5
35174,25,5
40906,23,5
34346,180,4
25932,234,5
37897,161,4
9180,70,5
44772,234,5
15724,127,5
41271,81,5
8162,239,5
42103,109,5
14959,23,5
10464,25,5
36691,205,5
43947,170,5
9201,13,5
40653,61,5
37938,23,5
21259,156,5
12821,48,5
26245,36,5
11190,36,5
23235,216,5
39693,23,5
25791,89,2
40725,3,1
41901,216,5
42813,159,5
13106,64,5
11991,197,5
27608,197,5
3219,238,5
28062,238,5
5612,3,5
39758,238,5
30863,216,5
38684,36,5
17559,239,5
28501,2,3
41066,146,5
34522,163,5
42007,85,5
7589,181,5
14061,238,5
44074,156,5
40057,81,5
42012,238,5
25397,23,5
11991,36,5
11884,53,1
8692,109,5
29442,214,5
25388,110,5
31104,218,5
4948,61,1
40725,26,5
21692,155,5
36128,172,5
37904,249,5
14061,247,5
26533,122,5
28266,177,5
23485,23,5
40057,162,5
11268,238,5
24522,215,4
30257,162,5
13574,89,5
1172,64,5
42012,25,5
43494,159,5
21296,15,5
246,249,5
44135,3,5
14,26,5
39028,159,5
7014,238,5
32539,36,5
11991,162,5
37156,189,5
38418,61,5
40761,36,5
26461,28,5
30443,2,5
43142,2,5
37897,243,3
41299,181,5
22456,25,5
1662,25,5
35174,189,5
36642,23,5
42360,13,5
14061,61,5
41057,122,5
17962,164,5
11992,64,5
17069,174,5
10813,23,5
41012,93,5
41317,244,5
22188,177,5
37877,16,5
33651,203,5
43487,61,4
21692,179,5
33518,23,5
43218,136,5
41953,109,5
246,244,5
35039,25,5
42103,33,5
30114,154,5
44216,156,3
21222,220,5
44049,145,5
25006,36,5
27395,61,5
17069,167,5
25388,234,5
40668,244,5
26535,101,3
41389,174,5
3273,163,5
41260,165,5
6064,244,5
29016,26,5
41415,238,5
9669,60,5
41308,181,5
43913,155,5
43341,33,5
8097,36,5
43492,36,5
14155,163,5
3717,89,5
43702,66,5
44311,164,5
43060,59,2
44293,60,5
16299,81,5
28851,176,5
3693,25,5
43218,179,5
29495,23,5
28526,122,5
43218,179,5
3219,66,4
12879,71,1
44127,214,5
12854,177,5
43816,23,5
37167,25,5
41317,181,5
11190,3,5
37949,122,5
30904,200,5
34522,61,5
37938,43,5
13209,165,5
36128,23,5
30851,238,5
40668,89,5
34257,203,5
4630,66,5
5610,1,5
29372,60,3
38806,167,5
42392,164,5
36744,159,5
30561,64,5
37193,121,5
40502,79,3
28062,81,5
14582,26,5
22714,238,5
39560,26,5
43998,167,5
40362,43,5
29650,205,5
40757,196,5
12495,234,5
39452,61,5
36081,25,5
34177,162,5
40816,89,3
28271,36,5
41478,110,5
44025,66,5
36713,156,1
37938,110,5
19281,2,5
40642,234,5
2547,23,5
42732,2,1
40536,23,5
36691,25,5
17784,3,5
37460,121,5
27203,23,5
2294,13,5
3935,233,5
37938,36,5
38806,215,5
43320,215,5
25798,28,5
38225,122,5
41660,247,5
27203,93,5
40900,219,5
20413,234,5
31751,112,5
41811,164,5
43869,36,5
4970,36,4
20409,160,5
39355,64,5
42958,174,5
40689,160,5
40504,36,5
13249,244,5
35502,130,5
28851,198,5
30185,218,5
5374,122,5
41681,36,5
18045,110,5
29650,244,5
17784,164,5
5203,15,5
42950,155,5
42926,64,5
40427,36,5
12715,214,5
43592,25,5
40757,48,5
11358,155,5
40875,16,5
39838,61,5
37938,196,5
15288,180,5
4972,61,5
42360,58,5
28347,247,5
3219,64,5
33558,234,5
7034,159,5
30571,43,5
14969,89,5
27395,60,5
37517,112,5
38022,216,4
12495,64,5
8153,3,5
39389,60,5
37695,23,5
31833,26,5
14582,181,5
38418,23,5
16299,242,5
10890,25,5
35684,48,3
21759,237,5
39892,177,5
40405,112,5
40057,23,5
41012,234,5
32101,164,5
1923,106,5
21888,122,5
37449,61,5
43218,180,4
40731,13,5
23893,87,5
40092,122,5
1496,214,5
40959,26,5
43341,109,5
41315,36,5
30950,242,5
40207,164,5
37580,36,4
43060,249,5
43799,242,5
5334,109,5
40404,26,5
34498,205,3
41342,174,5
10235,36,5
6064,25,5
37884,197,5
37884,197,5
728,43,5
25397,249,5
38309,238,5
42172,26,5
9368,214,5
4972,23,5
41179,199,5
9242,25,5
37824,214,5
36689,174,5
9964,25,5
43481,36,5
34257,174,5
40967,3,5
43487,234,5
41572,196,1
35881,61,5
39998,112,5
3219,16,5
3198,23,5
36840,122,3
3304,109,5
17194,36,5
27964,23,1
9565,28,5
8964,93,5
8964,64,5
1496,43,5
19281,121,5
40039,238,5
34418,167,5
4122,238,5
27203,205,5
13094,209,5
13094,209,5
13094,209,5
38165,89,5
41348,174,5
41066,156,5
12956,121,1
41656,2,5
42993,28,5
43639,154,5
341,1,4
42685,122,5
30480,43,4
35039,16,5
18207,196,5
39920,89,5
9565,214,3
2686,23,3
40731,1,5
17784,25,5
268,214,5
31751,26,5
3219,58,5
32182,25,5
24548,165,5
24548,110,5
25933,209,5
27395,238,5
37061,160,5
21724,1,5
9242,122,5
42575,122,5
43354,175,5
28851,155,5
39071,121,5
33690,103,5
57,2,5
42775,1,5
10144,3,5
38428,238,5
38428,238,5
38428,238,5
40405,238,5
40405,238,5
30571,61,5
38995,238,5
41408,26,5
2432,59,5
43487,23,5
39389,26,5
41509,26,5
22504,156,4
38275,196,4
41317,61,5
18291,122,5
41656,163,5
42732,3,5
37897,1,1
28779,25,5
12715,26,5
37703,23,5
25585,122,5
11569,145,5
42232,115,5
25005,2,4
29442,205,5
20409,25,5
57,181,5
11884,121,1
41348,216,5
16724,121,5
35532,238,5
31616,59,5
41277,61,4
35532,238,5
35502,216,5
8971,36,5
42779,177,5
42792,177,5
15581,23,5
40875,238,3
41117,23,5
31793,89,2
33585,197,5
31793,89,2
9588,234,5
14603,36,5
13295,162,5
41656,72,5
39071,23,5
25922,72,5
43053,162,4
40094,43,5
37951,180,5
42575,93,5
30561,127,4
13089,58,5
41509,93,5
818,64,4
28779,86,4
19281,36,5
18226,25,5
11112,25,5
43142,239,5
39758,205,5
36878,26,5
28501,85,3
4560,61,5
38005,59,5
15576,155,4
33885,26,5
9304,127,5
13803,36,5
36816,36,5
3717,36,5
41421,162,5
33585,162,5
5742,23,5
28878,122,5
32911,26,5
37938,238,5
5077,64,5
13604,89,5
39545,181,5
41776,3,5
11992,23,5
43080,16,5
41012,238,5
14214,181,5
42911,28,5
34447,71,5
35684,161,5
25805,130,5
25805,130,5
25094,25,5
41214,87,5
17559,12,5
35717,71,4
35502,149,1
11992,25,5
11960,181,5
16073,218,5
20301,112,5
42892,81,5
41546,242,5
10235,26,5
6283,214,5
26877,101,5
10269,25,5
29372,23,5
21703,60,1
28154,26,4
39025,26,5
15564,26,5
18045,13,2
38275,163,4
37084,220,5
39940,205,5
42732,81,5
25922,181,5
5374,122,5
14022,162,5
42265,177,5
37683,181,5
37682,70,5
37995,164,3
41271,112,5
14723,3,5
41332,26,5
37884,196,5
16725,1,5
25,12,5
24548,23,5
39389,25,5
40405,64,5
42575,234,5
40830,244,5
39920,36,5
41348,188,5
41302,110,5
39384,214,5
38425,109,5
21296,238,5
21296,238,5
41002,189,5
41554,155,5
37455,121,5
40057,242,5
39389,205,5
17069,188,5
41803,109,5
33138,36,5
38070,112,5
31833,163,3
35717,48,5
39717,28,5
17544,172,5
40689,242,5
39388,23,5
41746,110,5
28062,165,5
39071,81,5
341,116,3
18226,25,5
25094,23,5
40482,190,5
42233,162,5
2482,25,5
14,121,5
13106,214,3
30144,246,1
37995,238,5
39389,165,5
39456,234,5
29495,183,5
36445,159,4
19592,244,5
38358,23,3
9669,26,5
41510,167,4
40768,1,1
34522,12,5
40944,136,5
30076,244,5
30076,244,5
24877,26,5
5175,23,5
33039,61,5
25791,244,5
26253,28,5
30089,205,5
24548,64,5
37768,25,4
31751,23,5
40584,1,5
23893,16,5
40057,109,5
7034,25,5
25537,81,5
41276,112,5
31222,59,5
23485,60,5
28347,25,5
25585,61,5
40740,60,4
39389,23,5
22914,25,5
35684,106,5
7974,60,5
7434,242,5
28779,43,4
10438,242,5
27711,181,4
22550,43,5
39883,23,5
30188,121,5
40903,89,1
40903,89,1
40903,89,1
26534,242,5
11166,23,5
41520,197,5
35502,215,5
42392,36,5
41002,58,5
30089,60,5
10168,214,5
25537,23,5
341,127,4
41117,26,5
40678,25,4
40575,121,5
29317,3,5
41234,199,5
37608,110,5
30309,3,5
39758,110,5
25293,200,5
41509,234,5
1496,1,5
33651,174,5
8153,214,5
29508,64,5
35901,26,4
13472,121,5
41389,186,5
37884,172,5
19217,121,4
42037,195,5
40536,36,4
32307,234,5
38418,81,5
5610,196,5
41439,109,5
40820,149,5
23893,234,5
38684,234,5
17544,116,3
40530,189,5
40404,160,5
41276,64,1
31152,214,5
41561,23,5
23271,93,5
37948,189,5
40959,89,5
37951,240,5
5261,25,5
39540,23,5
3370,36,5
37777,25,4
40689,110,5
25254,28,5
25254,28,5
25570,23,5
41776,110,4
57,160,5
29495,244,5
28779,58,5
33651,167,5
30385,116,4
6298,43,5
13106,121,4
25397,26,5
28526,43,5
42037,176,5
40742,60,5
1496,36,5
27711,183,5
41277,36,5
3693,61,5
39920,110,5
37038,110,5
5610,25,5
35068,64,5
42172,161,5
38005,160,5
41295,121,5
40906,36,5
27757,238,5
37286,238,5
40689,122,5
42167,25,5
36933,89,5
41002,214,5
40959,238,5
40964,238,5
23,43,5
4762,2,4
41332,121,5
32307,159,5
39355,219,5
11992,164,5
27740,167,5
27740,167,5
30089,3,5
40405,26,5
10909,219,5
37460,122,5
13574,25,5
31083,196,5
38961,64,5
38000,36,5
15101,164,5
5610,244,5
37682,197,5
17544,26,5
26794,36,5
30524,181,5
23305,25,5
41655,79,5
12989,172,5
39687,238,5
39693,238,5
3370,181,5
38334,1,5
41389,156,3
41004,167,4
17123,1,5
17123,1,5
17123,1,5
17123,1,5
30188,121,1
15564,36,5
40944,167,5
39355,238,5
12104,36,5
39560,205,5
26795,205,5
1466,103,4
36804,1,5
41252,160,5
15278,15,5
38922,15,5
40725,244,5
37848,36,4
38334,1,5
42037,188,5
36831,25,4
40036,234,4
5742,214,5
12914,3,5
31751,71,3
15581,89,2
41278,122,5
38671,36,5
14582,13,5
19281,64,5
41308,61,5
30089,244,5
36536,112,5
37057,109,5
32031,127,5
40668,238,5
38016,238,5
39434,174,5
41320,122,5
39920,160,4
40137,1,5
40580,26,5
40314,26,3
40752,167,5
40205,191,5
5261,64,5
12914,234,5
18861,110,5
41053,196,5
41653,127,5
41117,26,5
37936,26,4
6355,70,5
19217,121,5
38684,64,5
42037,186,5
38097,3,4
39991,122,5
41299,189,5
41776,25,5
41002,60,5
37930,26,5
41421,102,4
41462,162,5
40932,116,5
17371,81,5
10235,25,5
14578,121,5
37115,167,5
4874,244,5
37930,244,5
14095,164,5
19420,66,5
29296,25,5
28212,121,5
39717,36,5
18291,172,5
21473,247,3
39859,89,5
19340,219,5
32944,167,5
31104,136,5
20301,197,5
29424,136,5
23305,234,5
39560,26,5
39560,26,5
39560,26,5
39560,26,5
39560,26,5
39560,26,5
39560,26,5
39560,26,5
27709,23,5
37527,170,5
40375,60,5
40967,110,3
24474,25,5
41508,36,4
25000,242,5
2686,26,4
40678,89,4
23271,82,4
16724,189,5
12884,197,5
3693,110,5
5374,13,5
29745,164,5
3273,220,5
41305,43,5
22456,33,5
10086,122,5
41439,23,5
41261,26,5
29200,25,5
13471,170,5
40683,163,5
1496,181,1
28062,16,5
40023,191,2
32182,23,5
18142,3,5
13574,79,5
38070,244,5
26774,234,5
41462,26,5
38173,156,5
2552,1,5
41656,85,5
7540,33,5
40826,244,5
29495,245,5
38165,189,5
41308,189,5
5261,23,5
38020,122,4
41017,189,5
36831,115,5
37278,177,5
6283,43,5
6653,23,5
29403,26,5
39355,36,5
35174,238,5
40984,189,3
23893,81,5
37242,52,5
19420,23,5
39362,110,5
36831,205,5
39758,25,5
39560,26,5
27324,26,5
41002,16,5
22456,205,5
36986,160,5
3693,122,5
41443,197,1
41509,25,5
37341,60,5
12884,43,5
8902,60,5
32307,3,5
41317,26,5
29325,160,5
41276,89,5
1465,15,5
41248,191,5
3381,245,5
28831,156,3
39758,177,5
33704,61,5
14000,159,5
3381,245,5
40967,244,5
3381,245,5
40577,25,5
10086,3,5
6626,109,5
38309,26,5
38906,205,5
29508,238,5
19592,238,5
29523,25,5
20155,159,5
4970,23,5
3381,23,4
38983,197,5
40882,48,5
41314,23,5
40809,164,5
37682,163,5
41389,199,5
40408,93,5
23485,25,5
7540,159,4
13677,220,5
22979,165,5
37278,25,5
2242,25,5
38334,189,5
57,25,5
30180,28,5
39545,25,5
22456,23,5
28068,214,5
17544,26,5
39355,220,5
36831,244,3
29898,1,5
40984,110,5
40984,110,5
39920,121,5
40984,13,5
40984,13,5
41334,13,5
41315,13,5
40670,136,5
5494,36,5
28883,89,5
41222,220,5
32676,36,5
3693,164,5
23615,205,5
40559,160,5
23271,242,5
47,25,5
4122,205,5
29495,70,4
14688,61,4
113,43,5
40668,238,5
30089,23,5
40065,25,5
39859,25,5
40907,164,5
23250,169,5
30188,60,5
41073,101,1
3267,234,5
38225,26,5
36991,110,5
7974,16,5
27732,26,5
17363,26,5
6283,234,5
11992,26,5
40870,13,4
40875,205,5
41324,2,5
2318,81,5
29495,233,5
12884,112,5
41348,199,5
39231,162,5
40826,81,5
33506,53,5
12548,25,5
37884,112,5
22188,43,5
38034,180,5
40757,162,1
33651,202,5
10989,1,4
26016,171,5
7974,23,5
41342,199,5
35174,3,5
36445,181,4
40613,218,5
38309,245,5
38309,245,5
38380,209,5
38309,245,5
38309,25,5
9565,189,5
3388,163,5
39998,43,5
26109,61,5
13089,171,5
13106,127,5
8147,170,5
28213,26,5
22195,25,1
3381,89,5
38995,238,5
341,61,4
40932,162,5
35901,33,5
27709,43,5
19563,165,5
5369,60,5
40773,25,5
38983,238,5
35942,218,5
40751,2,5
37940,155,5
28365,216,5
30840,242,5
30840,64,5
38070,172,5
38334,89,1
38165,61,5
38983,15,5
11129,43,5
28974,216,5
37766,165,5
18552,25,5
36933,36,5
39540,234,3
1613,64,5
40826,93,5
40725,33,5
39025,121,5
40984,196,5
40984,196,5
40984,36,1
40984,36,1
40984,36,1
40984,43,5
40984,43,5
37057,121,4
28895,64,5
37458,26,4
40967,122,5
32450,43,1
9904,242,5
29508,205,4
14671,26,5
12884,93,5
36381,61,5
28376,25,5
13481,26,5
5494,43,5
26385,234,5
37884,197,5
39800,81,5
33651,180,5
35174,64,5
9968,181,2
4442,25,5
40427,13,5
38165,234,5
3693,121,5
1496,116,5
20239,121,5
37995,220,5
23485,70,5
34257,216,5
9588,244,5
12884,238,5
39730,23,5
12516,23,5
30076,190,5
29495,242,5
32640,181,5
15101,121,5
14155,23,5
40502,244,5
13803,79,5
31083,162,5
40944,174,5
34105,216,5
13574,242,5
29495,219,5
39940,23,5
14376,26,5
40241,191,5
25573,36,5
37167,3,5
23305,23,5
9565,26,5
13677,36,5
30089,25,5
25216,239,5
23485,26,5
34899,155,5
30447,244,5
38165,1,1
40826,25,5
38309,25,5
31391,122,5
32236,23,5
39693,3,5
10147,87,5
12914,36,5
38275,82,1
20239,164,5
10402,26,5
28365,136,5
33093,164,5
40427,14,5
40502,164,5
40830,172,5
31749,61,4
40826,36,3
5612,23,5
9565,3,5
15911,214,5
40074,155,5
4784,181,5
14671,68,4
29232,26,5
10086,122,5
33885,101,5
37400,23,5
36857,26,5
35901,25,5
38418,25,5
37766,3,5
39219,23,5
36381,244,5
10379,25,5
37970,13,5
39579,112,5
40826,25,5
26794,25,5
28062,43,5
5539,25,5
35901,25,5
20503,121,5
40154,28,5
25426,205,5
9565,234,5
40773,61,5
34495,1,2
38045,164,5
12702,26,5
20222,26,5
39792,214,5
39257,23,5
40023,191,5
5975,25,5
37719,237,5
26385,234,5
2562,15,4
26016,61,5
15390,23,5
18226,93,5
30840,89,5
38061,36,5
38037,122,5
39219,13,5
39579,242,5
14155,23,5
39544,234,5
34576,189,5
39859,43,5
37590,15,5
18739,89,5
37859,58,3
9565,25,5
26190,13,5
34899,198,5
28062,26,5
20210,165,5
20210,165,5
18291,189,5
22504,167,5
39838,61,5
37777,205,5
28062,244,5
38358,233,5
8902,214,4
3403,25,5
33373,234,5
33373,234,5
33373,242,5
34761,36,5
27526,189,5
29200,16,5
37057,112,4
8900,214,5
33373,58,2
33373,58,2
37400,110,5
21164,197,5
37115,175,5
30089,110,5
26973,61,5
36300,174,5
20239,1,5
38165,61,5
12884,81,5
8717,244,5
8717,244,5
20030,136,5
37936,244,5
9978,23,5
30246,79,5
11660,66,5
12956,242,5
21703,60,1
29508,244,5
39355,25,5
2318,89,5
37930,197,5
15354,164,5
39932,218,5
11360,36,5
37956,176,4
37608,190,5
26276,239,5
8766,71,5
39434,154,5
9180,242,5
21978,26,5
9201,23,5
36088,205,5
3499,71,5
12956,36,5
17201,23,5
38405,36,5
9924,242,5
25596,189,5
39838,64,5
37912,25,5
36043,155,5
39699,36,5
34738,109,5
34738,110,5
37460,79,5
39892,23,5
38906,25,5
40038,23,5
11884,181,5
11884,2,1
11884,2,5
11884,238,5
3967,189,5
18291,112,5
36300,130,5
20409,33,5
36088,66,5
21978,81,5
38990,25,5
10850,25,5
13677,3,5
38363,233,5
33093,23,5
32236,1,5
39231,15,5
21759,238,5
39355,205,5
24882,15,5
5052,101,5
36081,33,5
13106,116,3
28062,25,5
17684,89,5
12956,25,5
12764,197,5
2562,110,5
5054,238,5
27435,23,5
2208,244,5
4688,36,5
14577,121,5
20710,81,5
20710,81,5
14155,70,5
39355,26,5
39991,23,5
14578,122,5
35184,13,5
37995,101,3
34855,1,5
15101,60,5
37608,205,5
35056,70,5
3403,43,5
37286,25,5
34105,203,5
25791,189,5
28271,121,5
28347,89,3
30047,155,5
17151,23,5
2501,163,4
23250,136,5
39838,28,4
13954,81,5
33093,64,5
6335,164,5
26245,43,5
2587,238,5
12516,89,5
12884,189,5
34358,25,5
2192,23,5
27740,146,5
27740,146,5
13604,15,5
27709,36,5
38704,25,5
36840,36,5
37460,79,5
13106,110,5
34502,121,5
32557,81,5
26276,162,5
15278,214,5
37589,28,5
11235,216,5
25788,239,5
36804,163,4
25216,71,5
37057,64,4
34701,215,5
13933,238,5
35098,26,4
7662,36,5
2562,238,4
30904,167,5
5539,23,5
2562,25,5
20301,25,5
39388,23,5
39388,23,5
39388,23,5
39388,23,5
39388,23,5
39388,23,5
39231,102,5
4442,93,5
21067,23,5
3499,1,5
37995,121,2
39355,23,5
21812,25,5
10989,214,5
24988,239,1
34495,196,5
25006,160,5
4257,14,5
17565,136,5
38280,155,5
5539,239,5
22250,36,5
37936,197,5
37719,25,5
6794,26,5
26869,103,5
36642,26,5
8902,61,5
25585,109,5
13875,160,5
37633,1,5
29742,43,5
39388,68,2
36623,109,5
36969,216,5
9924,25,5
268,64,5
28213,25,5
9180,25,5
38005,85,5
38034,170,5
36536,25,5
36604,25,5
25932,183,5
13659,239,5
35881,60,5
29229,177,5
4322,80,5
11075,176,5
14798,89,5
12876,181,4
2562,238,5
38091,70,5
30000,216,5
18739,26,5
32911,160,5
39178,189,5
30019,26,5
27709,59,5
26190,238,5
27943,52,5
15101,43,5
122,164,5
38303,82,3
15293,36,5
37268,13,5
4442,36,5
38016,16,5
39355,28,5
37707,237,5
10232,233,5
14851,61,5
38066,16,5
25932,64,5
34447,110,5
2562,25,5
39050,122,5
34495,181,5
18861,177,5
3381,61,5
25000,81,5
10144,220,5
25428,1,5
38173,216,3
39257,165,5
9297,181,5
7014,110,5
7014,110,5
